SENTTOT,SENTTOT0,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,DOBMON,EDUCATN,ENCRYPT2,HISPORIG,INOUT,NEWRACE,OFFTYPSB,SENTIMP,SENTMON,DOBYR,SENTYR
27,27,3,49,1,70,9,9,0,2,,3,27,1,11,1983,2016
6,6,1,211,0,15,7,12,0,1,,1,31,2,11,1964,2016
15,15,1,211,1,71,8,12,0,2,,3,29,1,11,1977,2016
,0,1,211,1,68,3,21,0,1,,6,10,2,11,1949,2016
120,120,1,211,1,68,6,8,0,1,,1,10,1,11,1978,2016
41,41,1,211,1,31,10,11,0,2,,3,10,1,11,1983,2016
30,30,1,211,1,68,6,34,0,1,,6,10,1,11,1963,2016
14,14,3,49,1,70,1,1,0,2,0,3,27,1,11,1978,2016
84,84,1,211,1,68,12,9,0,1,,1,13,1,11,1984,2016
1.66,1.66,3,49,1,84,7,8,0,2,0,3,27,1,11,1975,2016
76,76,1,211,1,73,10,12,0,1,,2,10,1,11,1985,2016
14,14,1,211,1,42,2,23,0,1,,1,30,1,11,1967,2016
1.92,1.92,3,37,1,68,1,,0,2,0,3,27,1,11,1986,2016
4.63,4.63,3,49,1,70,7,6,0,2,0,3,27,1,11,1966,2016
7.79,7.79,3,49,1,70,2,6,0,2,0,3,27,1,11,1969,2016
18,18,3,49,1,70,3,6,0,2,,3,27,1,11,1982,2016
12,12,3,32,1,70,6,12,0,2,,3,27,1,11,1981,2016
1.95,1.95,3,37,1,84,5,2,0,2,0,3,27,1,11,1975,2016
30,30,1,211,1,68,3,34,0,1,,1,10,1,11,1987,2016
188,188,1,211,1,9,5,21,0,1,,2,4,1,11,1983,2016
33,33,3,49,1,70,3,12,0,2,,3,27,1,11,1986,2016
96,96,1,211,1,45,12,12,0,1,,2,13,1,11,1992,2016
0.1,0.1,1,211,1,44,7,,0,0,0,,35,1,11,1970,2016
120,120,1,211,1,66,9,34,0,0,,2,13,1,11,1984,2016
,,1,211,,44,6,,0,0,1,,35,0,11,1984,2016
50.59,50.59,1,211,1,47,12,21,0,1,,2,5,1,11,1977,2016
30,30,1,211,1,55,12,10,0,1,,2,13,1,11,1993,2016
157,157,1,211,1,55,7,16,0,1,,1,28,1,11,1984,2016
12,12,1,211,1,30,9,24,0,1,,1,18,1,11,1951,2016
60,60,1,211,1,42,3,12,0,1,,2,10,1,11,1996,2016
2.13,2.13,3,49,1,84,8,7,0,2,0,3,27,1,10,1987,2016
12.03,12.03,1,211,0,45,2,34,0,1,,2,18,1,10,1973,2016
7,7,3,49,0,42,10,8,0,2,,3,10,1,10,1994,2016
33,33,3,49,1,74,7,8,0,2,,3,27,1,11,1983,2016
,0,1,211,0,12,4,24,0,1,,1,24,3,11,1967,2016
36,36,1,211,1,74,12,34,0,1,,1,10,1,11,1978,2016
24,24,3,49,1,74,2,7,0,2,,3,27,1,11,1979,2016
9.66,9.66,3,49,1,70,8,10,0,2,0,3,27,1,11,1973,2016
120,120,1,211,0,74,1,22,0,2,,3,10,1,11,1973,2016
6,6,3,31,1,42,2,2,0,2,0,3,27,1,11,1993,2016
10,10,3,49,1,42,9,9,0,2,,3,27,1,11,1982,2016
18,18,1,211,0,42,3,12,0,2,,3,10,1,11,1993,2016
,0,1,211,1,19,7,4,0,1,1,1,35,4,11,1954,2016
,0,1,211,1,19,3,8,0,1,1,1,18,4,11,1988,2016
2.4,2.4,3,49,1,42,7,7,0,2,0,3,27,1,11,1983,2016
120,120,1,211,1,47,10,11,0,1,,2,13,1,11,1986,2016
,,3,49,1,42,8,,0,2,,3,27,0,11,1970,2016
1.95,1.95,3,49,1,42,3,,0,2,0,3,27,1,11,1982,2016
,0,2,49,1,42,10,8,0,2,,3,10,4,11,1951,2016
12.03,12.03,1,211,1,29,8,34,0,1,,2,18,1,11,1987,2016
168,168,1,211,1,31,11,21,0,2,,3,4,1,11,1990,2016
1.69,1.69,3,49,1,42,11,,0,2,0,3,27,1,11,1985,2016
180,180,1,211,1,96,6,8,0,1,,2,13,1,11,1967,2016
21,21,1,211,1,70,10,12,0,1,,6,18,1,11,1963,2016
12.03,12.03,1,211,1,71,8,12,0,1,,2,6,1,11,1986,2016
78,78,1,211,1,73,8,12,0,1,,2,13,1,11,1994,2016
28,28,1,211,1,70,3,9,0,1,,6,18,1,11,1966,2016
4.82,4.82,2,49,0,42,4,12,0,2,0,3,10,1,11,1995,2016
12.03,12.03,1,211,1,70,10,8,0,1,,2,5,1,11,1988,2016
41,41,1,211,1,12,5,34,0,1,,1,17,1,11,1966,2016
97,97,1,211,1,39,11,8,0,2,,3,10,1,11,1983,2016
1.1,1.1,3,49,1,84,8,37,0,2,0,3,27,1,11,1975,2016
85,85,1,211,1,74,10,34,0,1,,2,24,1,11,1988,2016
36,36,1,211,1,49,9,12,0,1,,1,10,1,11,1969,2016
27,27,3,49,1,70,7,9,0,2,,3,27,1,11,1976,2016
1.1,1.1,3,49,1,84,12,31,0,2,0,3,27,1,11,1990,2016
9,9,3,49,1,70,3,2,0,2,0,3,27,1,11,1977,2016
1.38,1.38,3,49,1,84,10,12,0,2,0,3,27,1,11,1985,2016
56,56,1,211,1,87,1,34,0,1,,2,6,1,11,1991,2016
,0,3,37,1,3,7,6,0,2,0,3,27,1,11,1976,2016
18,18,2,199,0,7,12,11,0,1,,2,10,1,11,1973,2016
2.76,2.76,3,49,1,84,10,37,0,2,0,3,27,1,11,1989,2016
78,78,1,211,1,62,12,10,0,1,,2,10,1,11,1984,2016
54,54,1,211,1,67,1,23,0,1,,1,28,1,11,1981,2016
15,15,1,211,1,31,4,34,0,1,,1,10,1,11,1990,2016
24,24,1,211,1,67,2,12,0,2,,3,13,1,11,1996,2016
38.62,38.62,1,211,1,15,5,12,0,2,,3,10,1,11,1963,2016
4.59,4.59,3,49,1,69,1,,0,2,0,3,27,1,11,1972,2016
144,144,1,211,1,49,2,32,0,1,,1,10,1,11,1984,2016
,0,1,211,1,54,4,12,0,1,1,1,18,4,11,1971,2016
20.39,20.39,3,49,1,84,5,9,0,2,,3,27,1,11,1989,2016
6.13,6.13,3,49,1,83,11,11,0,2,0,3,27,1,11,1982,2016
24,24,1,211,1,87,5,34,0,1,,1,10,1,11,1978,2016
37,37,3,49,1,84,8,6,0,2,,3,10,1,11,1979,2016
87,87,1,211,1,84,3,12,0,1,,6,4,1,11,1972,2016
,0,1,211,1,76,7,34,0,1,1,2,20,4,11,1990,2016
36,36,1,211,1,31,5,12,0,1,,1,10,1,11,1985,2016
10,10,3,49,1,70,10,8,0,0,,1,27,1,11,1992,2016
3,3,3,49,0,84,3,12,0,2,0,3,27,1,11,1987,2016
48,48,1,211,0,66,6,12,0,0,,1,18,1,11,1961,2016
60,60,1,211,1,49,8,12,0,1,,2,10,1,11,1967,2016
2.03,2.03,3,49,1,84,7,6,0,2,0,3,27,1,11,1982,2016
0.92,0.92,3,49,1,84,1,6,0,2,0,3,27,1,11,1997,2016
60,60,1,211,1,82,4,12,0,2,,3,23,1,11,1978,2016
80,80,3,31,0,31,8,8,0,2,,3,10,1,11,1988,2016
135,135,3,49,1,67,8,6,0,2,,3,10,1,11,1978,2016
21,21,3,49,1,70,7,6,0,2,,3,10,1,11,1985,2016
10,10,3,49,1,84,10,9,0,2,,3,27,1,11,1995,2016
39,39,1,211,1,2,5,11,0,1,,1,10,1,11,1991,2016
72,72,1,211,1,66,12,34,0,1,,1,10,1,11,1958,2016
48,48,1,211,1,82,8,22,0,2,,3,13,1,11,1978,2016
124,124,3,49,1,49,5,11,0,2,,3,10,1,11,1987,2016
7,7,3,49,1,70,10,9,0,2,0,3,27,1,11,1978,2016
36,36,1,211,1,73,12,11,0,2,,3,13,1,11,1974,2016
12.03,12.03,3,49,1,41,2,6,0,2,,3,27,1,11,1972,2016
18,18,3,49,1,82,2,3,0,2,,3,27,1,11,1973,2016
1.07,1.07,3,49,1,84,10,6,0,2,0,3,27,1,11,1982,2016
30,30,3,49,1,84,5,6,0,2,,3,27,1,11,1975,2016
8,8,3,40,1,2,10,6,0,2,0,3,27,1,11,1981,2016
3.69,3.69,3,37,1,62,12,2,0,2,0,3,27,1,11,1975,2016
12.03,12.03,1,211,1,84,7,21,0,1,,2,30,1,11,1972,2016
146,146,1,211,1,46,11,21,0,1,,2,10,1,11,1974,2016
,0,3,32,,42,3,,0,2,,3,18,1,11,1987,2016
188,188,3,28,1,30,11,12,0,2,,3,10,1,11,1978,2016
70,70,1,211,1,51,12,23,0,1,,2,13,1,11,1979,2016
30,30,3,49,1,70,11,6,0,2,,3,27,1,11,1973,2016
1.91,1.91,3,49,1,84,5,6,0,2,0,3,27,1,11,1971,2016
64,64,1,211,1,51,7,21,0,1,,2,13,1,11,1975,2016
,0,1,211,1,51,7,21,0,1,,1,35,1,11,1982,2016
60,60,1,211,0,63,6,12,0,1,,1,28,1,11,1962,2016
15,15,3,49,1,80,8,2,0,2,,3,27,1,11,1959,2016
70,70,1,211,1,63,4,21,0,1,,2,13,1,11,1984,2016
21,21,1,211,1,16,9,34,0,1,,1,13,1,11,1962,2016
100,100,1,211,1,63,6,12,0,2,,3,10,1,11,1978,2016
3.02,3.02,3,49,1,30,4,2,0,2,0,3,27,1,11,1980,2016
37,37,1,211,0,14,6,34,0,2,,3,10,1,11,1984,2016
46,46,1,211,1,6,11,21,0,1,,2,13,1,11,1987,2016
,0,3,49,,42,1,,0,2,,3,27,1,11,1978,2016
8.54,8.54,3,49,0,84,10,21,0,2,,3,27,1,11,1993,2016
135,135,1,211,1,63,7,12,0,1,,1,28,1,11,1969,2016
18,18,1,211,1,22,10,9,0,2,,3,10,1,11,1989,2016
75,75,3,49,1,63,12,8,0,2,,3,10,1,11,1991,2016
,0,1,211,1,6,9,9,0,1,,1,18,2,11,1958,2016
,0,1,211,1,77,9,34,0,1,1,6,19,4,11,1972,2016
77,77,1,211,1,77,3,21,0,1,,1,13,1,11,1972,2016
63,63,1,211,1,0,8,21,0,1,,2,10,1,11,1981,2016
30,30,1,211,1,12,3,11,0,0,,2,10,1,11,1996,2016
87,87,1,211,1,63,2,8,0,2,,3,10,1,11,1992,2016
14.07,14.07,1,211,1,77,9,12,0,1,,6,13,1,11,1965,2016
4.07,4.07,3,49,1,80,10,4,0,2,0,3,27,1,11,1972,2016
30,30,1,211,1,16,4,32,0,1,,2,18,1,11,1984,2016
120,120,4,49,1,77,3,7,0,2,,3,10,1,11,1964,2016
6,6,1,211,1,47,9,23,0,1,0,1,18,1,11,1982,2016
11,11,3,49,1,22,8,12,0,2,0,3,13,1,11,1989,2016
,0,1,211,0,42,9,32,0,2,1,3,12,4,11,1997,2016
42,42,3,30,1,13,3,8,0,2,,3,27,1,11,1974,2016
100,100,3,45,1,8,3,11,0,1,,2,10,1,11,1984,2016
70,70,1,211,1,2,10,21,0,1,,1,13,1,11,1964,2016
470,470,1,211,1,83,3,12,0,1,,2,3,1,11,1984,2016
,0,1,211,1,65,7,9,0,1,,1,10,3,11,1960,2016
,0,1,211,1,23,2,11,0,1,1,1,17,3,11,1982,2016
8,8,1,211,1,42,10,10,0,2,0,3,17,1,11,1995,2016
48,48,1,211,1,16,4,8,0,2,,3,10,1,11,1990,2016
40,40,1,211,1,82,3,9,0,2,,3,16,1,11,1994,2016
5.69,5.69,1,211,1,69,2,21,0,1,0,6,5,2,11,1981,2016
6.56,6.56,3,37,1,76,1,0,0,2,0,3,18,1,11,1989,2016
12.79,12.79,1,211,1,69,10,9,0,1,,6,13,1,11,1977,2016
144,144,1,211,0,6,1,34,0,1,,1,28,1,11,1992,2016
6,6,1,211,1,1,2,24,0,1,,1,18,2,11,1968,2016
1.07,1.07,3,49,1,84,9,9,0,2,0,3,27,1,11,1968,2016
144,144,1,211,1,20,3,16,0,1,,1,10,1,11,1989,2016
18,18,1,211,1,14,6,11,0,1,,2,10,1,11,1996,2016
12,12,3,49,0,42,2,2,0,2,,3,27,1,11,1982,2016
30,30,1,211,1,65,8,11,0,1,,2,13,1,11,1993,2016
13.03,13.03,3,49,1,70,1,6,0,2,,3,27,1,11,1979,2016
72,72,1,211,1,41,9,9,0,2,,3,10,1,11,1948,2016
10,10,3,49,1,42,3,2,0,2,,3,27,1,11,1993,2016
,0,1,211,,0,4,,0,1,0,1,22,1,11,1969,2016
57,57,3,49,1,42,9,12,0,2,,3,27,1,11,1961,2016
15,15,1,211,1,42,11,21,0,2,,3,27,1,11,1977,2016
20,20,1,211,1,40,2,8,0,2,,3,29,1,11,1981,2016
,0,3,49,1,42,3,,0,2,1,3,27,4,11,1970,2016
,0,3,37,1,42,4,,0,2,1,3,27,4,11,1981,2016
151,151,1,211,1,30,5,9,0,1,,2,10,1,11,1979,2016
3.88,3.88,3,37,1,30,3,2,0,2,0,3,27,1,11,1982,2016
52,52,1,211,1,41,2,12,0,1,,2,10,1,11,1946,2016
,0,1,211,1,30,7,9,0,2,,3,18,4,11,1992,2016
13.03,13.03,3,49,1,70,11,9,0,2,,3,10,1,11,1986,2016
27,27,3,49,1,70,6,7,0,2,,3,10,1,11,1986,2016
,0,3,37,,42,8,,0,2,,3,18,1,11,1994,2016
24,24,2,40,1,42,1,12,0,2,,3,27,1,11,1993,2016
120,120,1,211,1,42,12,11,0,2,,3,10,1,11,1996,2016
6.79,6.79,3,49,1,70,1,0,0,2,0,3,27,1,11,1977,2016
240,240,1,211,1,9,7,34,0,1,,2,10,1,11,1973,2016
12.03,12.03,2,49,0,42,11,6,0,2,,3,10,1,11,1959,2016
240,240,1,211,1,3,7,12,0,1,,2,4,1,11,1980,2016
8,8,3,49,0,42,3,1,0,2,0,3,27,1,11,1995,2016
51,51,1,211,1,40,3,9,0,1,,1,10,1,11,1967,2016
240,240,1,211,1,56,5,12,0,1,,1,28,1,11,1971,2016
13.03,13.03,3,49,1,70,5,12,0,2,,3,27,1,11,1980,2016
4.53,4.53,3,49,1,42,5,9,0,2,,3,27,1,11,1973,2016
110,110,1,211,1,47,1,8,0,1,,2,10,1,11,1979,2016
18,18,1,211,1,87,8,34,0,1,,2,13,1,11,1986,2016
12.03,12.03,1,211,1,44,7,34,0,1,,1,18,1,11,1983,2016
6.9,6.9,2,49,0,42,6,12,0,2,,3,10,1,11,1992,2016
,0,1,211,0,1,9,12,0,1,1,1,18,4,11,1968,2016
41,41,3,49,1,70,3,34,0,2,,3,10,1,11,1955,2016
120,120,,31,0,31,6,4,0,2,,3,10,1,11,1991,2016
120,120,3,31,0,31,12,3,0,2,,3,10,1,11,1978,2016
27,27,1,211,1,36,7,21,0,1,,1,13,1,11,1980,2016
2.26,2.26,3,49,0,42,12,,0,2,0,3,27,1,11,1969,2016
10,10,1,211,1,1,10,12,0,1,,1,10,1,11,1982,2016
15,15,3,49,1,32,5,6,0,2,,3,27,1,11,1988,2016
32,32,2,20,1,31,12,12,0,2,0,3,18,1,11,1986,2016
120,120,5,31,0,31,5,2,0,2,,3,10,1,11,1983,2016
,0,1,211,1,82,2,12,0,1,,2,18,4,11,1961,2016
108,108,1,211,0,22,10,22,0,1,,1,23,1,11,1961,2016
30,30,3,49,1,72,2,31,0,2,,3,10,1,11,1987,2016
8.71,8.71,3,49,1,70,7,32,0,2,,3,27,1,11,1991,2016
14,14,3,49,1,70,8,9,0,2,0,3,27,1,11,1975,2016
30,30,1,211,1,65,11,21,0,1,,2,13,1,11,1981,2016
51,51,1,211,1,65,8,9,0,1,,2,13,1,11,1990,2016
120,120,2,49,1,55,10,21,0,2,,3,13,1,11,1991,2016
9,9,3,49,1,70,4,10,0,2,,3,27,1,11,1990,2016
40,40,1,211,1,12,12,23,0,2,,3,10,1,11,1970,2016
,0,1,211,1,9,5,21,0,1,,1,18,3,11,1960,2016
78,78,1,211,0,63,12,12,0,1,,1,19,1,11,1947,2016
18,18,1,211,1,65,7,12,0,1,,1,13,1,11,1974,2016
,0,1,211,1,55,3,34,0,1,,2,13,3,11,1988,2016
12.03,12.03,1,211,1,42,1,21,0,2,,3,10,1,11,1964,2016
24,24,1,211,1,16,9,9,0,1,,1,10,1,11,1992,2016
15,15,1,211,1,16,8,34,0,1,,2,13,1,11,1991,2016
57,57,2,49,0,42,2,6,0,2,,3,10,1,11,1980,2016
235,235,1,211,1,42,2,12,0,2,,3,10,1,11,1992,2016
70,70,1,211,1,47,7,12,0,1,,2,18,1,11,1983,2016
125,125,1,211,1,54,5,34,0,1,,1,10,1,11,1977,2016
60,60,1,211,1,42,12,34,0,1,,2,10,1,11,1985,2016
15,15,3,40,1,70,1,6,0,2,,3,27,1,11,1985,2016
42,42,1,211,1,43,9,21,0,1,,1,18,1,11,1959,2016
,0,1,211,0,10,11,24,0,1,,1,18,2,11,1949,2016
235,235,2,49,1,42,8,9,0,2,,3,10,1,11,1986,2016
75,75,1,211,1,71,10,12,0,1,,1,28,1,11,1976,2016
87,87,1,211,1,42,11,12,0,2,,3,10,1,11,1985,2016
115,115,1,211,1,12,5,11,0,1,,2,10,1,11,1992,2016
10,10,3,49,1,70,7,4,0,2,,3,27,1,11,1982,2016
103,103,1,211,1,34,4,23,0,1,,2,6,1,11,1965,2016
92,92,1,211,1,76,2,21,0,1,,1,10,1,11,1986,2016
6,6,3,49,1,80,10,33,0,2,0,3,27,1,11,1976,2016
9,9,1,211,1,51,3,21,0,1,,2,20,1,11,1975,2016
151,151,1,211,1,42,6,21,0,2,,3,10,1,11,1989,2016
13,13,3,49,1,40,8,9,0,2,,3,27,1,11,1966,2016
,0,3,49,,74,7,,0,2,,3,27,1,11,1992,2016
8,8,3,49,1,78,9,6,0,2,,3,27,1,11,1975,2016
,0,1,211,1,62,3,22,0,1,,2,10,4,11,1986,2016
144,144,1,211,1,44,2,16,0,1,,1,28,1,11,1975,2016
13,13,3,49,1,70,3,3,0,2,,3,27,1,11,1982,2016
,0,1,211,,46,9,,0,1,1,2,35,4,11,1963,2016
4.76,4.76,3,49,1,82,9,11,0,2,0,3,27,1,11,1984,2016
24,24,1,211,1,47,3,34,0,1,,2,18,1,11,1970,2016
70,70,1,211,1,51,8,10,0,1,,2,10,1,11,1957,2016
,0,1,211,0,9,2,34,0,1,,1,10,2,11,1988,2016
10,10,3,49,1,70,5,6,0,2,0,3,27,1,11,1982,2016
,,1,211,,44,4,,0,1,1,,12,0,11,1993,2016
10,10,3,49,1,70,4,7,0,2,0,3,27,1,11,1980,2016
37,37,1,211,1,45,6,10,0,1,,2,13,1,11,1975,2016
,0,1,211,1,70,2,34,0,1,,6,27,4,11,1979,2016
202,202,1,211,1,64,8,11,0,1,,1,10,1,11,1988,2016
24,24,2,57,1,62,11,21,0,1,,6,10,1,11,1988,2016
58,58,1,211,1,30,8,21,0,1,,2,13,1,11,1979,2016
144,144,1,211,1,65,12,21,0,1,,1,10,1,11,1965,2016
6,6,3,49,1,84,5,0,0,2,0,3,27,1,11,1990,2016
1.43,1.43,3,49,1,84,9,8,0,2,0,3,27,1,11,1990,2016
2,2,3,49,1,84,5,12,0,2,0,3,27,1,11,1981,2016
42,42,1,211,1,84,3,11,0,2,,3,10,2,11,1988,2016
120,120,1,211,1,66,6,21,0,0,,1,10,1,11,1975,2016
3.94,3.94,3,49,1,84,8,0,0,2,0,3,27,1,11,1988,2016
1.53,1.53,3,37,1,84,7,6,0,2,0,3,27,1,11,1984,2016
2.39,2.39,3,49,1,84,10,3,0,2,0,3,27,1,11,1993,2016
2.03,2.03,3,49,1,84,2,0,0,2,0,3,27,1,11,1994,2016
10,10,3,49,1,67,12,9,0,2,,3,18,1,11,1973,2016
,0,1,211,1,0,3,12,0,1,1,1,18,4,11,1972,2016
1.92,1.92,3,49,1,84,2,6,0,2,0,3,27,1,11,1981,2016
204,204,1,211,1,17,7,24,0,1,,1,18,1,11,1952,2016
,0,1,211,,22,11,,0,1,1,1,35,4,11,1975,2016
2.33,2.33,3,49,1,84,3,12,0,2,0,3,27,1,11,1959,2016
12,12,1,211,1,73,6,10,0,2,,3,18,1,11,1982,2016
106,106,1,211,1,67,12,32,0,2,,3,13,1,11,1990,2016
18,18,1,211,1,95,7,11,0,1,,1,10,1,11,1986,2016
70,70,3,49,1,67,5,1,0,2,,3,10,1,11,1963,2016
,0,1,211,1,69,1,9,0,1,1,6,12,4,11,1991,2016
60,60,1,211,1,67,1,12,0,2,,3,10,1,11,1984,2016
1.54,1.54,3,49,1,84,1,,0,2,0,3,27,1,11,1983,2016
2.39,2.39,3,49,1,84,2,2,0,2,0,3,27,1,11,1997,2016
32,32,1,211,0,46,7,12,0,2,,3,18,1,11,1987,2016
,0,3,49,1,42,4,,0,2,1,3,27,4,11,1994,2016
133,133,1,211,1,23,5,12,0,1,,2,10,1,11,1991,2016
120,120,1,211,1,62,10,21,,1,,1,10,1,11,1974,2016
60,60,3,31,0,31,10,2,0,2,,3,10,1,11,1991,2016
40,40,2,34,1,62,2,12,0,1,,1,10,1,11,1958,2016
63,63,1,211,1,69,7,12,0,2,,3,10,1,11,1975,2016
4.39,4.39,3,37,1,62,7,3,0,2,0,3,27,1,11,1990,2016
3.66,3.66,3,49,1,70,6,6,0,2,0,3,27,1,11,1984,2016
3.94,3.94,3,49,1,84,9,9,0,2,0,3,27,1,11,1991,2016
180,180,1,211,1,31,12,12,0,2,,3,13,1,11,1981,2016
0.69,0.69,3,49,0,31,3,,0,2,0,3,27,1,11,1989,2016
3,3,1,211,1,73,1,10,0,2,,3,18,1,11,1991,2016
20,20,5,28,0,31,5,12,0,2,,3,10,1,11,1963,2016
,0,1,211,1,0,11,34,0,1,,1,24,4,11,1990,2016
96,96,1,211,1,67,2,12,0,1,,2,10,1,11,1959,2016
,0,3,49,1,42,9,,0,2,1,3,27,4,11,1991,2016
,0,3,49,1,42,5,,0,2,1,3,27,4,11,1969,2016
2.96,2.96,1,211,1,73,1,21,0,2,,3,18,1,11,1997,2016
24,24,3,49,0,70,1,16,0,2,,3,10,1,11,1983,2016
,0,1,211,1,77,3,24,0,1,,6,22,4,11,1965,2016
18,18,1,211,1,70,8,11,0,1,,6,5,1,11,1995,2016
8,8,3,49,1,70,1,9,0,2,0,3,27,1,11,1997,2016
60,60,1,211,0,83,8,33,0,1,,1,28,1,11,1976,2016
10,10,3,49,1,70,9,9,0,2,,3,10,1,11,1997,2016
70,70,1,211,1,41,12,8,0,1,,1,13,1,11,1983,2016
54,54,2,20,0,65,2,12,0,1,,1,18,1,11,1995,2016
,0,1,211,1,67,6,22,0,1,,1,10,4,11,1983,2016
,0,3,,,42,4,,0,2,,3,27,1,11,1966,2016
30,30,3,49,1,70,8,6,0,2,,3,27,1,11,1980,2016
,0,1,211,1,42,2,22,0,2,1,3,10,3,11,1996,2016
96,96,1,211,1,73,4,21,0,1,,1,5,1,11,1973,2016
48,48,1,211,1,73,2,24,0,1,,2,18,1,11,1964,2016
31,31,3,49,1,70,11,9,0,2,,3,27,1,11,1985,2016
13,13,3,37,0,30,3,34,0,2,,3,17,1,11,1970,2016
12.03,12.03,1,211,1,69,5,12,0,1,,6,30,1,11,1990,2016
21,21,1,211,1,34,11,21,0,1,,2,13,1,11,1980,2016
36,36,1,211,1,62,4,34,0,1,,1,18,1,11,1964,2016
12.03,12.03,1,211,1,85,10,21,0,1,,1,13,1,11,1980,2016
72,72,1,211,1,73,11,12,0,1,,1,6,1,11,1985,2016
18,18,1,211,1,70,8,11,0,2,,3,27,1,11,1997,2016
,0,1,211,0,83,1,22,0,1,0,1,30,1,11,1988,2016
60,60,1,211,1,16,4,32,0,1,,2,10,1,11,1984,2016
,0,3,49,1,41,6,,0,2,,3,27,1,11,1988,2016
15,15,1,211,1,10,2,34,0,1,,1,10,1,11,1990,2016
70,70,1,211,1,39,2,21,0,1,,2,10,1,11,1965,2016
175,175,1,211,1,39,5,11,0,1,,2,10,1,11,1986,2016
120,120,3,49,0,39,9,7,0,2,,3,10,1,11,1996,2016
5.26,5.26,3,40,1,82,12,,0,2,0,3,27,1,11,1990,2016
46,46,1,211,1,39,10,12,0,1,,1,20,1,11,1968,2016
360,360,1,211,1,12,3,12,0,1,,2,10,1,11,1973,2016
78,78,1,211,1,89,8,21,0,1,,6,10,1,11,1970,2016
10,10,3,49,1,73,9,0,0,2,,3,27,1,11,1977,2016
9,9,2,43,0,22,6,12,0,1,0,1,27,1,11,1990,2016
63,63,2,25,1,73,3,12,0,0,,1,23,1,11,1961,2016
15,15,1,211,0,70,11,32,0,2,,3,10,1,11,1997,2016
24,24,3,49,1,73,3,,0,2,,3,27,1,11,1976,2016
12.03,12.03,3,49,1,73,9,,0,2,,3,27,1,11,1971,2016
63,63,1,211,1,49,7,23,0,1,,1,10,1,11,1981,2016
84,84,1,211,1,60,6,12,0,1,,1,10,1,11,1957,2016
18,18,3,49,1,70,7,6,0,2,,3,27,1,11,1974,2016
470,470,1,211,1,56,12,16,0,1,,2,10,1,11,1982,2016
5.06,5.06,3,49,1,41,2,9,0,2,,3,27,1,11,1988,2016
169,169,3,32,0,12,5,2,0,2,,3,24,1,11,1991,2016
5.43,5.43,3,49,1,72,5,9,0,2,0,3,27,1,11,1990,2016
57,57,1,211,1,73,8,11,0,2,,3,24,1,11,1989,2016
1.89,1.89,3,49,1,84,12,8,0,2,0,3,27,1,11,1981,2016
470,470,3,37,0,12,10,10,0,2,,3,24,1,11,1986,2016
,0,1,211,1,68,9,12,0,1,,6,10,1,11,1984,2016
17,17,1,211,1,68,4,23,0,1,,1,13,1,11,1985,2016
78,78,1,211,1,76,1,34,0,1,,1,28,1,11,1987,2016
66,66,1,211,1,73,5,9,0,2,,3,10,1,11,1985,2016
,0,1,211,,22,6,,0,1,1,2,35,4,11,1995,2016
,0,1,211,1,48,9,34,0,1,,2,10,4,11,1972,2016
12.03,12.03,1,211,1,10,8,12,0,1,,1,10,1,11,1991,2016
6,6,1,211,1,70,2,11,0,2,,3,27,1,11,1992,2016
120,120,1,211,1,29,2,34,0,1,,2,13,1,11,1984,2016
22,22,1,211,1,68,7,9,0,1,,6,10,1,11,1985,2016
64,64,1,211,1,47,7,10,0,1,,1,18,1,11,1978,2016
,0,1,211,,22,8,,0,2,1,3,35,4,11,1989,2016
,0,1,211,,22,3,,0,1,1,1,5,4,11,1982,2016
87,87,1,211,1,72,12,12,0,2,,3,10,1,11,1979,2016
180,180,2,49,0,71,5,21,0,2,,3,10,1,11,1973,2016
6,6,1,211,0,10,8,23,0,1,,2,10,1,11,1978,2016
,0,3,49,1,10,1,,0,2,0,3,27,1,11,1992,2016
4.07,4.07,3,49,1,41,11,6,0,2,0,3,27,1,11,1976,2016
2.79,2.79,3,40,1,10,6,3,0,2,0,3,27,1,11,1980,2016
24,24,3,49,1,43,5,32,0,2,,3,27,1,11,1975,2016
72,72,1,211,1,10,1,9,0,2,,3,10,1,11,1986,2016
125,125,1,211,1,6,6,21,0,1,,2,13,1,11,1969,2016
,0,1,211,1,73,4,16,0,1,,6,21,4,11,1977,2016
60,60,1,211,1,71,3,11,0,1,,1,10,1,11,1970,2016
30,30,4,49,1,70,11,8,0,2,,3,10,1,11,1986,2016
6,6,1,211,1,85,9,34,0,1,,1,18,2,11,1980,2016
2,2,3,49,1,84,4,6,0,2,0,3,27,1,11,1981,2016
2.33,2.33,3,49,1,84,4,0,0,2,0,3,27,1,11,1994,2016
5,5,1,211,0,73,2,23,0,1,,1,26,1,11,1980,2016
2.46,2.46,3,40,1,84,1,6,0,2,0,3,27,1,11,1974,2016
120,120,1,211,1,66,7,21,0,2,,3,10,1,11,1975,2016
,0,1,211,1,20,5,12,0,1,,1,20,4,11,1957,2016
9,9,3,49,1,30,7,10,0,2,0,3,27,1,11,1977,2016
4.01,4.01,3,49,1,84,11,12,0,2,0,3,27,1,11,1981,2016
1.82,1.82,3,49,1,84,6,9,0,2,0,3,27,1,11,1982,2016
120,120,1,211,1,60,7,34,0,1,,2,10,1,11,1972,2016
