SENTTOT,SENTTOT0,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,DOBMON,EDUCATN,ENCRYPT2,HISPORIG,INOUT,NEWRACE,OFFTYPSB,SENTIMP,SENTMON,DOBYR,SENTYR
21,21,3,49,1,30,8,12,0,2,,3,27,1,8,1984,2017
4.85,4.85,3,49,0,84,9,9,0,2,,3,10,1,8,1993,2017
18,18,3,51,0,41,2,16,0,1,,2,27,1,8,1982,2017
1,1,3,37,1,84,10,2,0,2,0,3,27,1,8,1997,2017
18,18,3,49,1,41,9,8,0,2,,3,27,1,7,1984,2017
24,24,3,40,0,42,5,6,0,2,,3,10,1,8,1992,2017
15,15,1,211,1,84,7,12,0,0,,1,27,1,8,1984,2017
24,24,3,49,0,42,2,9,0,2,,3,10,1,8,1982,2017
8,8,1,211,1,96,1,34,0,1,,1,18,1,8,1968,2017
36,36,1,211,0,52,9,16,0,1,,1,18,1,8,1962,2017
111,111,1,211,1,66,11,34,0,1,,2,18,1,8,1955,2017
4.03,4.03,3,79,0,41,5,16,0,1,0,2,27,1,8,1975,2017
6,6,1,211,1,84,9,11,0,2,0,3,27,1,8,1996,2017
,0,1,211,1,17,8,9,0,1,,1,31,4,8,1974,2017
1.1,1.1,3,49,1,84,1,10,0,2,0,3,27,1,8,1998,2017
1.08,1.08,3,37,1,84,1,3,0,2,0,3,27,1,8,1993,2017
18,18,3,49,1,42,6,6,0,2,,3,27,1,8,1978,2017
170,170,1,211,1,39,7,8,0,2,,3,10,1,7,1983,2017
60,60,1,211,1,84,5,12,0,1,,6,13,1,8,1984,2017
25,25,1,211,1,23,3,12,0,1,,2,18,1,8,1994,2017
8,8,3,49,0,84,4,34,0,2,,3,10,1,8,1989,2017
33,33,1,211,1,84,10,21,0,2,,3,13,1,8,1985,2017
12.03,12.03,3,40,1,39,5,12,0,2,,3,27,1,8,1992,2017
80,80,1,211,1,45,3,11,0,1,,2,13,1,8,1987,2017
151,151,1,211,1,39,1,22,0,1,,2,10,1,8,1983,2017
71,71,1,211,1,39,5,21,0,1,,1,6,1,8,1976,2017
37,37,3,49,1,84,4,6,0,2,,3,27,1,8,1979,2017
108,108,1,211,1,39,7,12,0,1,,2,10,1,8,1980,2017
240,240,1,211,1,39,7,34,0,2,,3,10,1,8,1988,2017
42,42,1,211,1,39,1,10,0,1,,2,13,1,8,1994,2017
8,8,3,32,1,42,9,9,0,2,0,3,27,1,7,1980,2017
12,12,3,40,1,42,2,22,0,2,0,3,27,1,8,1959,2017
144,144,1,211,1,39,4,34,0,1,,2,10,1,8,1959,2017
8,8,3,40,1,42,11,6,0,2,0,3,27,1,7,1976,2017
46,46,3,49,1,42,4,11,0,2,,3,27,1,7,1985,2017
,0,1,211,1,40,9,16,0,1,1,2,35,4,8,1964,2017
11,11,3,49,1,42,6,21,0,2,,3,27,1,8,1986,2017
160,160,1,211,1,42,7,8,0,1,,1,6,1,8,1985,2017
15,15,1,211,1,25,1,11,0,1,,1,10,1,8,1969,2017
87,87,3,40,1,40,2,6,0,2,,3,10,1,8,1997,2017
180,180,1,211,1,42,9,21,0,1,,1,6,1,8,1976,2017
5.91,5.91,3,49,,70,4,,0,2,0,3,12,1,12,1990,2016
87,87,3,50,1,40,10,37,0,2,,3,10,1,8,1993,2017
15,15,3,49,1,42,2,7,0,2,,3,27,1,8,1966,2017
1.2,1.2,3,49,1,84,2,6,0,2,0,3,27,1,8,1995,2017
62,62,1,211,1,40,11,12,0,1,,2,13,1,8,1980,2017
0.95,0.95,3,49,1,84,10,9,0,2,0,3,27,1,8,1980,2017
6,6,3,49,,70,2,,0,2,0,3,12,1,12,1958,2016
0.03,0.03,,,,81,4,,0,0,0,,35,1,8,1995,2017
168,168,5,31,1,30,11,0,0,2,,3,10,1,8,1974,2017
48,48,1,211,0,79,8,24,0,1,,1,28,1,1,1980,2017
87,87,1,211,1,38,5,9,0,1,,1,10,1,8,1980,2017
,0,1,211,1,72,1,21,0,1,1,1,35,3,8,1991,2017
120,120,1,211,1,38,8,21,0,1,,1,28,1,8,1978,2017
1.03,1.03,3,49,1,84,9,8,0,2,0,3,27,1,8,1994,2017
6,6,3,49,1,84,9,6,0,2,,3,27,1,8,1990,2017
90,90,1,211,1,84,8,21,0,2,,3,13,2,8,1975,2017
,,1,211,,81,3,,,1,1,1,35,0,8,1968,2017
1.2,1.2,3,37,1,84,8,1,0,2,0,3,27,1,8,1984,2017
1.46,1.46,3,49,1,84,12,12,0,2,0,3,27,1,8,1978,2017
,0,1,211,1,42,1,11,0,2,,3,10,4,8,1991,2017
1.1,1.1,3,49,1,84,6,12,0,2,0,3,27,1,8,1994,2017
1,1,3,49,1,84,4,9,0,2,0,3,27,1,8,1998,2017
0.92,0.92,3,37,1,84,9,3,0,2,0,3,27,1,8,1987,2017
6,6,1,211,1,84,6,9,0,2,0,3,27,1,8,1988,2017
4.07,4.07,3,49,1,84,6,2,0,2,0,3,27,1,8,1971,2017
,0,1,211,1,1,10,12,0,1,,6,10,4,8,1988,2017
1.03,1.03,3,49,1,84,11,6,0,2,0,3,27,1,8,1983,2017
1.16,1.16,3,49,1,84,11,6,0,2,0,3,27,1,8,1991,2017
0.79,0.79,3,49,1,84,8,32,0,2,0,3,27,1,8,1997,2017
84,84,1,211,1,84,2,34,0,2,,3,10,1,8,1979,2017
1.49,1.49,3,49,1,84,4,8,0,2,0,3,27,1,8,1988,2017
2,2,3,49,1,84,11,8,0,2,0,3,27,1,8,1980,2017
14,14,1,211,0,86,8,16,0,1,,1,18,1,8,1982,2017
0.89,0.89,3,37,1,84,7,6,0,2,0,3,27,1,8,1997,2017
60,60,1,211,1,20,11,21,0,1,,1,13,1,8,1977,2017
10,10,3,40,1,41,7,6,0,2,0,3,27,1,8,1981,2017
0.66,0.66,3,49,1,84,3,6,0,2,0,3,27,1,8,1990,2017
51,51,1,211,1,47,9,21,0,1,,1,6,1,8,1994,2017
,0,1,211,1,84,2,23,0,2,,3,10,3,8,1984,2017
24,24,3,49,0,42,12,7,0,2,,3,10,1,8,1992,2017
24,24,1,211,1,30,3,21,0,1,,2,18,1,8,1989,2017
120,120,1,211,1,84,2,21,0,2,,3,10,1,8,1982,2017
60,60,3,49,0,42,1,3,0,2,,3,10,1,8,1991,2017
3.26,3.26,3,49,1,70,8,11,0,2,0,3,27,1,8,1989,2017
108,108,1,211,1,39,9,9,0,1,,2,10,1,8,1987,2017
,0,1,211,0,42,6,6,0,2,,3,10,1,8,1983,2017
12.03,12.03,3,49,1,41,11,12,0,2,,3,27,1,8,1978,2017
,0,3,49,0,42,7,12,0,2,,3,18,1,8,1979,2017
1.23,1.23,3,49,1,84,7,6,0,2,0,3,27,1,8,1982,2017
20,20,1,211,1,77,5,16,0,1,,1,18,1,8,1966,2017
20,20,1,211,0,77,10,24,0,1,,1,18,1,8,1970,2017
1.58,1.58,3,49,1,84,4,6,0,2,0,3,27,1,8,1987,2017
18,18,2,49,1,84,1,21,0,2,,3,10,1,8,1993,2017
0.82,0.82,3,40,1,84,5,,0,2,0,3,27,1,8,1982,2017
3,3,1,211,0,86,5,21,0,1,,1,18,1,8,1959,2017
1.05,1.05,3,49,1,84,6,5,0,2,0,3,27,1,8,1984,2017
2.23,2.23,3,49,1,84,3,5,0,2,0,3,27,1,8,1973,2017
12.03,12.03,3,49,1,41,7,6,0,2,,3,27,1,8,1980,2017
0.62,0.62,3,49,1,84,1,5,0,2,0,3,27,1,8,1984,2017
7,7,3,49,1,42,8,8,0,2,0,3,27,1,8,1994,2017
57,57,2,49,1,41,10,16,0,2,,3,10,1,8,1962,2017
10,10,3,49,1,41,12,5,0,2,,3,27,1,8,1973,2017
,0,3,32,1,42,12,,0,2,1,3,27,4,8,1991,2017
60,60,1,211,1,18,3,16,0,1,,1,28,1,8,1942,2017
192,192,1,211,1,45,11,23,0,1,,2,10,1,8,1946,2017
15,15,1,211,1,42,3,34,0,2,,3,10,1,8,1985,2017
4,4,3,49,1,88,9,9,0,2,0,3,27,1,8,1969,2017
8,8,1,211,1,41,4,11,0,2,,3,27,1,8,1955,2017
,0,1,211,0,42,9,12,0,2,1,3,18,4,8,1977,2017
,0,3,40,1,42,10,,0,2,0,3,27,1,8,1992,2017
2.69,2.69,3,49,1,88,3,1,0,2,0,3,27,1,8,1986,2017
21,21,3,49,1,88,2,6,0,2,,3,27,1,8,1983,2017
37,37,3,49,1,42,7,8,0,2,,3,27,1,8,1987,2017
12.03,12.03,2,49,0,42,10,6,0,2,,3,10,1,8,1974,2017
8,8,3,21,1,88,10,21,0,2,,3,27,1,8,1997,2017
,0,1,211,,88,10,,0,1,,2,12,4,8,1967,2017
3,3,1,211,0,86,7,12,0,1,,1,17,1,8,1958,2017
38,38,1,211,1,23,3,22,0,1,,2,18,1,8,1990,2017
52,52,1,211,1,22,5,12,0,1,,2,13,1,8,1994,2017
5.23,5.23,1,211,1,26,9,12,0,2,0,3,19,1,8,1983,2017
66,66,1,211,1,23,10,34,0,1,,1,10,1,8,1975,2017
8,8,3,40,1,88,4,0,0,2,,3,27,1,8,1992,2017
14,14,1,211,0,15,4,16,0,1,,1,18,1,8,1970,2017
,0,1,211,1,45,7,32,0,1,,2,18,4,8,1993,2017
24,24,3,32,1,41,11,6,0,2,,3,27,1,8,1975,2017
137,137,1,211,1,22,1,21,0,1,,2,13,1,8,1989,2017
18,18,3,28,1,41,10,12,0,2,,3,27,1,8,1959,2017
2.53,2.53,3,40,1,96,3,34,0,2,0,3,27,1,8,1988,2017
,0,3,32,1,88,8,11,0,2,1,3,27,4,8,1986,2017
9,9,1,211,1,95,10,11,0,1,,6,15,2,8,1996,2017
5.66,5.66,3,49,1,70,11,34,0,2,0,3,27,1,8,1993,2017
24,24,1,211,1,42,4,8,0,0,,1,30,1,7,1964,2017
18,18,1,211,1,70,10,21,0,1,,1,10,1,8,1959,2017
,0,1,211,,28,1,,0,1,0,1,30,1,8,1967,2017
13,13,3,49,0,70,2,21,0,2,,3,10,1,8,1994,2017
18,18,1,211,1,70,9,16,0,1,,1,10,2,8,1964,2017
13.03,13.03,3,49,1,70,8,9,0,2,,3,10,1,8,1991,2017
1.49,1.49,3,49,1,84,6,9,0,2,0,3,27,1,8,1986,2017
,0,1,211,0,60,5,34,0,1,,1,10,4,8,1960,2017
12.03,12.03,1,211,1,73,7,12,0,2,,3,24,1,8,1984,2017
18,18,1,211,1,41,10,12,0,0,,1,13,1,8,1995,2017
60,60,1,211,1,23,6,21,0,1,,1,10,1,8,1983,2017
13.03,13.03,1,211,1,70,4,22,0,2,,3,27,1,8,1978,2017
37,37,1,211,1,73,5,22,0,1,,1,28,1,8,1978,2017
33,33,3,49,0,70,10,8,0,2,,3,13,1,8,1982,2017
60,60,1,211,1,30,9,21,0,1,,1,28,1,8,1981,2017
2.2,2.2,3,49,1,31,6,,0,2,0,3,27,1,8,1988,2017
84,84,3,49,0,41,1,12,0,2,,3,10,1,7,1985,2017
900,900,1,211,1,30,9,23,0,1,,1,28,1,8,1984,2017
1,1,3,49,1,31,3,,0,2,0,3,27,1,8,1974,2017
18,18,1,211,1,73,4,10,0,2,,3,17,1,8,1990,2017
12.03,12.03,1,211,1,9,1,21,0,2,,3,10,1,8,1980,2017
12.03,12.03,3,49,1,70,7,9,0,2,,3,10,1,8,1982,2017
1.13,1.13,3,37,1,84,5,3,0,2,0,3,27,1,8,1995,2017
2,2,3,37,1,31,4,,0,1,0,1,27,1,8,1992,2017
16,16,2,49,1,41,12,9,0,2,,3,27,1,8,1978,2017
48,48,1,211,0,31,6,34,0,1,,1,13,1,8,1969,2017
37,37,1,211,1,84,5,21,0,2,,3,10,1,8,1980,2017
2.46,2.46,1,211,1,88,2,10,0,1,,1,10,1,8,1996,2017
204,204,1,211,1,13,6,33,0,1,,1,13,1,8,1985,2017
57,57,2,20,1,31,7,11,0,2,,3,27,1,4,1974,2017
1,1,3,37,1,84,5,4,0,2,0,3,27,1,8,1983,2017
120,120,1,211,1,65,5,10,0,1,,2,10,1,8,1990,2017
24,24,1,211,1,31,5,12,0,1,,2,13,1,8,1983,2017
22,22,3,49,1,39,4,9,0,2,,3,27,1,8,1975,2017
160,160,2,54,0,42,3,24,0,2,,3,28,1,7,1958,2017
12.03,12.03,3,49,1,41,3,10,0,2,,3,27,1,8,1967,2017
6,6,3,49,1,41,1,7,0,2,0,3,27,1,8,1986,2017
18,18,3,37,1,31,7,6,0,2,,3,27,1,8,1972,2017
36,36,1,211,1,65,3,21,0,1,,1,13,1,8,1975,2017
10,10,3,49,1,42,9,6,0,2,,3,27,1,8,1975,2017
10,10,3,49,1,41,10,6,0,2,,3,27,1,8,1982,2017
24,24,3,49,0,42,6,9,0,2,,3,10,1,8,1986,2017
24,24,3,49,1,42,6,6,0,2,,3,10,1,8,1987,2017
235,235,1,211,1,42,11,32,0,2,,3,10,1,8,1970,2017
151,151,1,211,1,30,6,11,0,1,,2,10,1,8,1988,2017
,0,1,211,0,42,3,22,0,2,1,3,27,4,8,1994,2017
120,120,1,211,1,30,1,12,0,1,,2,10,1,8,1973,2017
12.03,12.03,1,211,0,41,5,12,0,2,,3,13,1,8,1998,2017
0.26,0.26,1,211,1,41,1,21,0,2,,3,13,1,8,1993,2017
,0,3,49,1,9,7,,0,2,0,3,27,1,6,1984,2017
10,10,3,49,1,41,12,10,0,2,0,3,27,1,8,1986,2017
24,24,1,211,1,31,3,16,0,1,,1,18,1,8,1963,2017
204,204,1,211,1,66,7,12,0,0,,2,10,1,6,1956,2017
1.2,1.2,3,37,1,31,11,,0,2,0,3,27,1,8,1989,2017
24,24,3,49,0,42,3,9,0,2,,3,10,1,8,1989,2017
37,37,1,211,1,84,3,21,0,2,,3,13,1,8,1978,2017
24,24,3,49,0,42,4,0,0,2,,3,10,1,8,1992,2017
111,111,1,211,1,54,6,23,0,1,,2,13,1,8,1984,2017
12.03,12.03,3,37,0,42,11,0,0,2,,3,27,1,6,1980,2017
24,24,3,49,0,42,1,12,0,2,,3,10,1,8,1990,2017
151,151,1,211,1,63,4,32,0,1,,1,10,1,8,1991,2017
,0,1,211,1,71,9,16,0,1,,1,10,4,8,1985,2017
16,16,1,211,1,63,4,32,0,1,,2,10,1,8,1990,2017
360,360,1,211,1,54,9,34,0,0,,1,28,1,8,1966,2017
140,140,1,211,1,41,8,10,0,1,,2,13,1,8,1990,2017
120,120,1,211,1,43,12,21,0,1,,1,10,1,8,1995,2017
36,36,1,211,1,43,5,21,0,1,,1,10,1,8,1986,2017
200,200,1,211,1,43,4,23,0,1,,2,13,1,8,1966,2017
210,210,3,49,0,43,9,0,0,2,,3,10,1,8,1980,2017
12,12,1,211,1,63,3,11,0,1,,2,10,1,8,1980,2017
48,48,1,211,0,43,1,24,0,1,,1,21,1,8,1936,2017
63,63,1,211,1,54,8,21,0,1,,2,13,1,8,1981,2017
,0,1,211,0,52,10,11,0,1,1,1,17,4,8,1959,2017
7,7,1,211,0,96,5,22,0,1,,1,18,1,8,1972,2017
36,36,1,211,1,45,6,21,0,1,,2,10,1,8,1995,2017
4,4,3,49,1,36,10,0,0,2,0,3,27,1,8,1984,2017
12.03,12.03,1,211,1,16,6,10,0,2,,3,18,1,8,1966,2017
15,15,1,211,1,36,1,34,0,1,,1,10,1,8,1987,2017
15,15,1,211,0,43,4,34,0,1,,1,18,1,8,1970,2017
24,24,1,211,1,43,12,21,0,1,,1,29,1,8,1987,2017
,0,1,211,0,41,5,12,0,1,1,1,18,4,8,1983,2017
2.79,2.79,3,49,1,84,7,9,0,2,0,3,27,1,8,1985,2017
29,29,1,211,1,16,8,12,0,1,,2,24,1,8,1982,2017
40,40,2,34,0,45,1,24,0,1,,6,18,1,8,1954,2017
1.62,1.62,3,49,0,84,6,9,0,2,0,3,10,1,8,1997,2017
70,70,1,211,1,46,12,10,0,2,,3,13,1,8,1991,2017
37,37,1,211,1,66,2,21,0,0,,1,13,1,8,1972,2017
24.03,24.03,1,211,0,66,9,16,0,1,,1,18,1,8,1972,2017
240,240,2,55,1,53,2,12,0,1,,6,10,1,8,1973,2017
21,21,1,211,1,78,2,12,0,1,,6,10,1,8,1993,2017
30,30,1,211,1,45,3,24,0,1,,1,10,1,8,1970,2017
12.03,12.03,1,211,1,43,2,21,0,1,,1,10,1,8,1979,2017
39,39,2,55,1,53,10,34,0,1,,6,10,1,8,1982,2017
24,24,1,211,1,67,5,34,0,1,,1,10,1,8,1979,2017
,0,3,,1,47,2,,0,2,0,3,27,1,8,1965,2017
63,63,1,211,1,78,10,21,0,1,,1,6,1,8,1969,2017
21,21,1,211,1,48,6,9,0,1,,1,20,1,8,1989,2017
12.03,12.03,1,211,1,47,7,12,0,1,,1,22,1,8,1977,2017
2.23,2.23,,,,74,10,,0,2,0,3,27,1,8,1995,2017
4.89,4.89,3,49,0,84,1,8,0,2,,3,10,1,8,1996,2017
,0,1,211,0,5,7,16,0,1,1,1,12,4,7,1967,2017
24,24,3,49,1,48,10,,0,2,,3,27,1,8,1981,2017
24,24,1,211,1,48,1,10,0,1,,2,13,1,8,1995,2017
360,360,1,211,1,80,4,21,0,2,,3,10,1,8,1985,2017
24,24,1,211,1,45,7,11,0,1,,2,13,1,8,1976,2017
27,27,3,40,1,42,11,0,0,2,,3,27,1,8,1979,2017
108,108,1,211,1,43,9,9,0,1,,1,13,1,8,1980,2017
120,120,1,211,1,48,12,34,0,2,,3,10,1,8,1968,2017
3,3,3,49,1,84,3,9,0,2,0,3,27,1,8,1965,2017
10,10,3,49,1,41,3,9,0,2,,3,27,1,8,1977,2017
18,18,1,211,1,43,10,21,0,1,,1,29,1,8,1992,2017
48,48,1,211,1,7,12,21,0,2,,3,10,2,8,1973,2017
12.03,12.03,3,49,1,41,2,12,0,2,,3,27,1,8,1994,2017
60,60,1,211,1,7,2,21,0,1,,2,10,1,8,1966,2017
0.16,0.16,1,211,1,7,11,10,0,2,,3,10,1,8,1978,2017
4,4,3,49,1,41,2,,0,2,0,3,27,1,8,1987,2017
,0,1,211,,88,2,,0,1,,1,12,4,8,1956,2017
140,140,1,211,1,39,2,21,0,2,,3,10,1,8,1976,2017
120,120,1,211,1,39,9,12,0,2,,3,10,1,8,1977,2017
51,51,1,211,1,15,4,12,0,1,,2,13,1,8,1960,2017
37,37,3,49,1,42,10,21,0,2,,3,27,1,8,1971,2017
108,108,3,49,1,39,8,10,0,2,,3,10,1,8,1980,2017
,0,1,211,1,17,3,12,0,1,,1,31,4,8,1971,2017
84,84,1,211,1,7,7,11,0,1,,2,13,1,8,1993,2017
36,36,1,211,1,17,3,24,0,1,,2,18,1,8,1978,2017
30,30,1,211,0,45,1,24,0,1,,1,10,1,8,1956,2017
,0,1,211,1,79,7,23,0,1,,2,13,3,1,1982,2017
,0,2,,1,41,1,,0,2,0,3,27,1,8,1971,2017
0.92,0.92,3,37,1,84,4,12,0,2,0,3,27,1,8,1997,2017
1,1,3,49,1,79,6,,0,2,0,3,27,1,10,1980,2016
,0,1,211,0,79,4,12,0,1,,2,10,1,1,1988,2017
,0,1,211,1,79,7,23,0,1,1,1,17,4,3,1986,2017
0.16,0.16,3,49,1,79,6,,0,2,0,3,27,1,2,1974,2017
18,18,1,211,0,40,11,12,0,1,,2,21,1,8,1982,2017
,0,3,49,1,79,9,,0,2,,3,27,1,2,1989,2017
15,15,1,211,1,79,4,21,0,0,,6,5,1,12,1962,2016
46,46,1,211,0,79,3,16,0,1,,1,17,1,12,1971,2016
,0,1,211,1,79,6,22,0,2,,3,30,1,3,1990,2017
66,66,1,211,0,43,2,31,0,2,,3,10,1,8,1990,2017
21,21,1,211,1,51,6,0,0,1,,2,13,1,8,1990,2017
130,130,1,211,1,39,7,21,0,2,,3,10,1,8,1974,2017
30,30,3,49,0,84,11,6,0,2,,3,10,1,8,1962,2017
24,24,1,211,0,4,4,24,0,2,,3,18,1,8,1982,2017
120,120,1,211,1,52,11,32,0,1,,2,10,1,6,1972,2017
18,18,1,211,1,24,10,21,0,1,,2,29,1,8,1978,2017
27,27,1,211,1,52,4,32,0,1,,2,18,1,7,1989,2017
71,71,1,211,1,52,9,10,0,1,,2,10,1,8,1979,2017
78,78,3,49,0,79,12,34,0,2,,3,10,1,1,1973,2017
170,170,1,211,1,40,12,23,0,1,,1,10,1,8,1956,2017
0.26,0.26,1,211,1,79,7,23,0,1,,1,30,1,2,1973,2017
9,9,3,49,1,41,3,6,0,2,0,3,27,1,8,1969,2017
60,60,1,211,1,79,2,23,0,1,,1,13,1,2,1980,2017
5.13,5.13,3,49,1,79,8,1,0,2,,3,27,1,3,1977,2017
300,300,1,211,1,49,7,12,0,1,,1,13,1,8,1973,2017
120,120,1,211,1,49,5,21,0,1,,1,10,1,8,1987,2017
4.34,4.34,3,32,1,42,1,12,0,2,0,3,27,1,8,1984,2017
,0,1,211,1,51,2,12,0,1,,1,28,2,8,1994,2017
6,6,1,211,1,84,12,7,0,1,0,6,29,1,8,1982,2017
16,16,1,211,1,41,5,12,0,2,,3,10,1,8,1964,2017
21,21,3,49,1,42,10,2,0,2,,3,27,1,8,1965,2017
,0,1,211,1,79,7,34,0,1,,6,10,4,3,1981,2017
100,100,1,211,1,24,10,10,0,1,,2,13,1,8,1993,2017
150,150,1,211,1,49,6,34,0,1,,1,10,1,8,1984,2017
4,4,1,211,1,69,7,11,0,1,0,6,5,1,8,1995,2017
292,292,3,49,1,39,11,9,0,2,,3,10,1,8,1979,2017
92,92,1,211,1,14,4,34,0,2,,3,6,1,8,1982,2017
120,120,1,211,1,41,9,12,0,2,,3,10,1,8,1985,2017
240,240,4,25,1,9,10,12,0,1,,6,10,1,8,1971,2017
6,6,3,49,1,84,12,0,0,2,,3,27,1,8,1984,2017
70,70,1,211,1,39,10,21,0,2,,3,13,1,8,1968,2017
59,59,1,211,1,30,1,9,0,1,,2,17,1,8,1990,2017
87,87,1,211,1,39,11,12,0,1,,1,13,1,8,1983,2017
96,96,1,211,1,48,4,21,0,1,,2,13,1,8,1987,2017
15,15,1,211,1,41,10,34,0,1,,1,30,1,8,1973,2017
121,121,1,211,1,39,5,21,0,1,,1,10,1,8,1998,2017
0.16,0.16,3,49,1,79,8,,0,2,0,3,27,1,3,1969,2017
120,120,1,211,1,39,6,22,0,2,,3,10,1,8,1985,2017
60,60,1,211,1,39,10,12,0,2,,3,10,1,8,1982,2017
27,27,1,211,1,39,7,34,0,2,,3,13,1,8,1961,2017
18,18,1,211,1,14,6,34,0,1,,1,13,1,8,1982,2017
16,16,3,40,1,41,10,6,0,2,,3,27,1,8,1977,2017
46,46,1,211,1,39,6,12,0,2,,3,13,1,8,1991,2017
,0,3,49,1,79,12,,0,2,0,3,27,1,2,1979,2017
,0,3,37,1,14,4,,0,2,0,3,27,1,8,1987,2017
,0,2,,1,79,1,21,0,1,,1,27,1,1,1982,2017
120,120,3,49,0,79,9,9,0,2,,3,10,1,3,1982,2017
12.03,12.03,1,211,1,23,10,8,0,1,,1,13,1,8,1971,2017
18,18,1,211,1,45,9,24,0,1,,1,18,1,8,1970,2017
12,12,3,49,1,79,10,9,0,2,,3,27,1,3,1984,2017
24,24,3,49,1,79,4,0,0,2,,3,27,1,2,1979,2017
,0,1,211,,28,7,,0,1,0,1,30,1,8,1988,2017
1,1,1,211,1,79,8,10,0,1,0,1,17,1,1,1978,2017
12.03,12.03,3,49,1,42,2,9,0,2,,3,27,1,8,1992,2017
8,8,1,211,1,79,5,11,0,1,,1,20,1,1,1990,2017
120,120,1,211,1,79,3,21,0,1,,1,28,1,3,1985,2017
8.72,8.72,1,211,1,79,2,21,0,1,,2,13,1,3,1977,2017
46,46,1,211,1,39,4,21,0,2,,3,13,1,8,1978,2017
2.16,2.16,3,49,1,42,12,,0,2,0,3,27,1,8,1980,2017
2.62,2.62,3,40,1,42,10,,0,2,0,3,27,1,8,1962,2017
,0,1,211,1,79,7,21,0,2,,3,13,1,2,1987,2017
10,10,3,49,1,42,10,,0,2,,3,27,1,8,1985,2017
2.07,2.07,3,40,1,42,10,,0,2,0,3,27,1,8,1988,2017
16,16,3,28,1,41,7,21,0,2,,3,27,1,8,1980,2017
18,18,3,49,1,41,3,8,0,2,,3,27,1,8,1983,2017
57,57,1,211,1,39,1,22,0,2,,3,13,1,8,1991,2017
10,10,3,49,1,41,10,0,0,2,,3,27,1,8,1996,2017
17,17,3,49,1,41,8,3,0,2,,3,27,1,8,1968,2017
1.54,1.54,3,49,1,84,6,6,0,2,0,3,27,1,8,1975,2017
9.1,9.1,1,211,1,79,5,21,0,1,,1,20,2,1,1987,2017
70,70,1,211,1,78,10,12,0,2,,3,13,1,8,1970,2017
0.72,0.72,3,49,1,84,7,12,0,2,0,3,27,1,8,1994,2017
12.03,12.03,3,49,1,41,3,6,0,2,,3,27,1,8,1986,2017
0.69,0.69,3,49,1,84,7,12,0,2,0,3,27,1,8,1988,2017
,0,4,,1,74,2,,0,2,0,3,27,1,8,1981,2017
71,71,1,211,1,74,2,34,0,2,,3,10,1,8,1988,2017
6,6,1,211,0,41,6,9,0,2,,3,27,2,7,1973,2017
30,30,1,211,0,74,9,12,0,2,,3,10,1,8,1989,2017
15,15,3,49,1,41,7,6,0,2,,3,27,1,8,1980,2017
8.44,8.44,3,49,1,41,8,6,0,2,0,3,27,1,8,1980,2017
13,13,3,40,1,41,3,5,0,2,,3,27,1,8,1985,2017
4.76,4.76,3,49,1,42,4,9,0,2,0,3,27,1,8,1978,2017
18,18,1,211,1,42,6,16,0,1,,2,13,1,8,1991,2017
63,63,1,211,1,42,8,9,0,2,,3,10,1,8,1972,2017
26,26,3,49,1,42,3,3,0,2,,3,27,1,8,1977,2017
15,15,3,49,1,41,1,9,0,2,,3,27,1,8,1990,2017
120,120,1,211,1,42,3,34,0,1,,2,6,1,8,1971,2017
,0,3,52,,22,3,,0,1,0,6,27,1,8,1989,2017
21,21,3,49,1,42,3,12,0,2,,3,27,1,8,1975,2017
8,8,3,49,1,42,12,9,0,2,0,3,27,1,8,1990,2017
15,15,3,49,1,41,1,6,0,2,,3,27,1,8,1975,2017
77,77,1,211,1,80,11,21,0,1,,1,13,1,8,1986,2017
,0,1,211,1,46,10,34,0,1,,2,10,4,8,1982,2017
15,15,3,54,1,49,12,34,0,2,,3,27,1,8,1974,2017
12.03,12.03,3,49,1,41,4,12,0,2,,3,27,1,8,1975,2017
0.89,0.89,3,37,1,84,10,6,0,2,0,3,27,1,8,1979,2017
21,21,3,49,1,70,7,3,0,2,,3,27,1,8,1976,2017
1.92,1.92,3,49,1,84,8,21,0,2,0,3,10,1,8,1997,2017
0.3,0.3,1,211,1,84,3,34,0,2,,3,10,1,8,1990,2017
0.76,0.76,3,49,1,84,10,4,0,2,0,3,27,1,8,1984,2017
8,8,1,211,1,70,12,10,0,1,0,6,12,1,8,1984,2017
37,37,1,211,1,46,1,16,0,1,,2,10,1,8,1983,2017
,0,1,211,1,24,7,24,0,1,1,1,30,4,8,1978,2017
8,8,1,211,1,24,6,12,0,1,0,1,29,1,8,1984,2017
1.36,1.36,3,49,1,69,9,6,0,2,0,3,27,1,8,1975,2017
5,5,3,49,1,70,6,6,0,2,0,3,27,1,8,1991,2017
120,120,1,211,1,69,1,21,0,2,,3,10,1,8,1986,2017
19,19,1,211,1,10,7,12,0,0,,1,10,1,8,1990,2017
2.92,2.92,1,211,1,70,8,11,0,1,0,6,30,1,8,1991,2017
6,6,3,49,1,70,6,6,0,2,,3,27,1,8,1983,2017
41,41,3,49,1,70,12,9,0,2,,3,27,1,8,1980,2017
4,4,3,49,1,70,11,12,0,2,,3,27,1,8,1993,2017
2.56,2.56,1,211,1,70,12,34,0,2,0,3,30,1,8,1984,2017
,0,1,211,1,70,7,12,0,2,,3,10,3,8,1966,2017
3.49,3.49,3,49,1,70,9,9,0,1,0,1,27,1,8,1983,2017
